Job Post,Company,Skills,Ratings,Reviews,Experience,Salary,Location,Job_Post_History,URL
Learn And Grow with Tech Mahindra,Tech Mahindra,"Customer Service,Customer Support,Contact Center,Service Desk,Customer Care,BPO,Voice Process,Voice Support",3.8,(20690 Reviews),0-3 Yrs,"2,00,000 - 3,50,000 PA.","Noida, Hapur, Ghaziabad, Meerut, Gurgaon/Gurugram, Greater Noida, Delhi / NCR",30+ Days Ago,https://www.naukri.com/job-listings-learn-and-grow-with-tech-mahindra-tech-mahindra-limited-noida-hapur-ghaziabad-meerut-gurgaon-gurugram-greater-noida-delhi-ncr-0-to-3-years-290722002480
Mega Opportunities @ Tech Mahindra,Tech Mahindra,"Customer Service,Voice Support,Customer Relationship,Customer Support,Customer Handling,Solving Queries,Customer Service Management,Voice Process",3.8,(20690 Reviews),0-4 Yrs,"2,00,000 - 3,50,000 PA.","Noida, Hapur, Ghaziabad, Meerut, Faridabad, Gurgaon/Gurugram, Greater Noida, Delhi / NCR",30+ Days Ago,https://www.naukri.com/job-listings-mega-opportunities-tech-mahindra-tech-mahindra-limited-noida-hapur-ghaziabad-meerut-faridabad-gurgaon-gurugram-greater-noida-delhi-ncr-0-to-4-years-290722002204
Hiring For Work From Office || Customer Service || Tech Mahindra,Tech Mahindra,"customer service,Email Writing,Blended Process,Customer Support,Customer Care,Voice Process,writing skills",3.8,(20690 Reviews),0-3 Yrs,"2,00,000 - 3,50,000 PA.","Noida, New Delhi, Gurgaon/Gurugram, Greater Noida, Delhi / NCR, gaziabad",25 Days Ago,https://www.naukri.com/job-listings-hiring-for-work-from-office-customer-service-tech-mahindra-tech-mahindra-limited-noida-new-delhi-gurgaon-gurugram-greater-noida-delhi-ncr-gaziabad-0-to-3-years-280722010991
Associate Customer Support - Work From Office,Tech Mahindra,"Spoken English,BPO,voice,non voice,Non Voice Process,Customer Care,Voice Process,Outbound Process",3.8,(20690 Reviews),0-4 Yrs,"1,75,000 - 2,25,000 PA.",Chandigarh,12 Days Ago,https://www.naukri.com/job-listings-associate-customer-support-work-from-office-tech-mahindra-limited-chandigarh-0-to-4-years-280722007934
Customer Service Representative,Tech Mahindra,"Customer Care,blended process,BPO,Domestic Voice Process,Non Voice Process,customer service,Calling,Inbound",3.8,(20690 Reviews),0-5 Yrs,"2,00,000 - 3,50,000 PA.","Noida, Ghaziabad, New Delhi, Greater Noida",13 Days Ago,https://www.naukri.com/job-listings-customer-service-representative-tech-mahindra-limited-noida-ghaziabad-new-delhi-greater-noida-0-to-5-years-280722002105
Tech Mahindra Karve nagar Hiring Freshers For Customer Support,Tech Mahindra,"Communication Skills,BPO,hindi,Outbound,Customer Service,Pressure Handling,Flexible,Domestic BPO",3.8,(20690 Reviews),0-5 Yrs,"1,50,000 - 1,75,000 PA.",Pune(Sector No-7 Bhosari +4),8 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-karve-nagar-hiring-freshers-for-customer-support-tech-mahindra-limited-pune-0-to-5-years-270821007051
Associate Customer Support,Tech Mahindra,"Blended Process,Fintech,Finance,Customer Care,Voice Support,BPO,voice,Customer Support",3.8,(20690 Reviews),0-3 Yrs,"1,75,000 - 3,50,000 PA.","Noida, Ghaziabad, Greater Noida, Delhi / NCR",13 Days Ago,https://www.naukri.com/job-listings-associate-customer-support-tech-mahindra-limited-noida-ghaziabad-greater-noida-delhi-ncr-0-to-3-years-260722009114
Hiring For Work From Office || A8 Sector 62 || Customer Service,Tech Mahindra,"Graduate Fresher,International BPO,Day Shift,Bpo Voice,Customer Care,Bulk Hiring,UK Shift,International Voice Process",3.8,(20690 Reviews),0-3 Yrs,"1,75,000 - 3,00,000 PA.","Noida, Ghaziabad, Greater Noida, Delhi / NCR",22 Days Ago,https://www.naukri.com/job-listings-hiring-for-work-from-office-a8-sector-62-customer-service-tech-mahindra-limited-noida-ghaziabad-greater-noida-delhi-ncr-0-to-3-years-260722006731
Openings For Back office associates @ Tech Mahindra Karve Nagar,Tech Mahindra,"Email Support,back office,Chat,Non Voice,video conferencing,BPO,hindi,Customer Support",3.8,(20690 Reviews),0-5 Yrs,"1,75,000 - 2,50,000 PA.",Pune,8 Days Ago,https://www.naukri.com/job-listings-openings-for-back-office-associates-tech-mahindra-karve-nagar-tech-mahindra-limited-pune-0-to-5-years-220622004265
Tech Mahindra Pune Hiring BPO Trainer,Tech Mahindra,"trainer,BPO,domestic bpo,travel,process trainer,process training,Soft Skills,Bpo Training",3.8,(20690 Reviews),2-7 Yrs,"3,00,000 - 5,00,000 PA.",Pune,18 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-pune-hiring-bpo-trainer-tech-mahindra-limited-pune-2-to-7-years-200622003795
Tech Mahindra is hiring For Customer support executive.,Tech Mahindra,"Customer Care Service,BPO,Blended Process,Customer Support,voice,Finance,Customer Care,Voice Process",3.8,(20690 Reviews),0-5 Yrs,"2,00,000 - 3,50,000 PA.","Noida(Noida-Greater Noida Expressway), Ghaziabad, New Delhi, Greater Noida, Delhi / NCR",12 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-is-hiring-for-customer-support-executive-tech-mahindra-limited-noida-ghaziabad-new-delhi-greater-noida-delhi-ncr-0-to-5-years-160722001646
Tech Mahindra Is Hiring - Chandigarh Location,Tech Mahindra,"Voice Process,BPO,voice,non voice,Outbound,Email Support,Customer Service,Solving Queries",3.8,(20690 Reviews),0-2 Yrs,"1,25,000 - 2,25,000 PA.",Chandigarh,12 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-is-hiring-chandigarh-location-tech-mahindra-limited-chandigarh-0-to-2-years-160622008189
Customer Service Associate@ Tech Mahindra || B 19 Noida,Tech Mahindra,"Customer Service,Customer Care,Voice Process,BPO,voice,International Voice Process",3.8,(20690 Reviews),0-5 Yrs,"1,75,000 - 2,25,000 PA.","Noida, Hapur, Ghaziabad, New Delhi, Meerut, Greater Noida, Delhi / NCR",17 Days Ago,https://www.naukri.com/job-listings-customer-service-associate-tech-mahindra-b-19-noida-tech-mahindra-limited-noida-hapur-ghaziabad-new-delhi-meerut-greater-noida-delhi-ncr-0-to-5-years-130822002744
Customer Service Associate,Tech Mahindra,"Customer Service,CSE,Customer Care,Verbal,Communication,analytical,Written,BPO",3.8,(20690 Reviews),0-2 Yrs,"2,00,000 - 3,50,000 PA.","Noida, Ghaziabad, New Delhi, Greater Noida, Delhi / NCR",21 Days Ago,https://www.naukri.com/job-listings-customer-service-associate-tech-mahindra-limited-noida-ghaziabad-new-delhi-greater-noida-delhi-ncr-0-to-2-years-090822008601
Regional Administration Manager,Mahindra Finance,"Analytical Ability,Decision Making,Communication Skills,Negotiation Skills,Team Work Training,Interpersonal Skills",4.3,(4864 Reviews),3-5 Yrs,"3,50,000 - 7,00,000 PA.","Bareilly, Dehradun",5 Days Ago,https://www.naukri.com/job-listings-regional-administration-manager-mahindra-and-mahindra-financial-services-limited-bareilly-dehradun-3-to-5-years-250822006341
Service Delivery Lead- GM/AVP-Hyderabad,Conneqt,"service delivery,rtr,Fixed Income Derivatives,balance sheet,Accounting,Finance,auditing,Taxation",3.7,(4912 Reviews),12-22 Yrs,"18,00,000 - 30,00,000 PA.",Hyderabad/Secunderabad,5 Days Ago,https://www.naukri.com/job-listings-service-delivery-lead-gm-avp-hyderabad-tata-business-support-services-limited-hyderabad-secunderabad-12-to-22-years-250822004010
Regional Administration Manager,Mahindra Finance,"Analytical Ability,Decision Making,Communication Skills,Negotiation Skills,Team Work Training,Interpersonal Skills",4.3,(4864 Reviews),3-5 Yrs,"3,50,000 - 7,00,000 PA.",Siliguri,7 Days Ago,https://www.naukri.com/job-listings-regional-administration-manager-mahindra-and-mahindra-financial-services-limited-siliguri-3-to-5-years-230822002537
Senior Test Engineer - Manual/Automation,Conduent,"QA Testing,Software Testing,Web Testing,test engineering,regression testing,Manual Testing",3.6,(1789 Reviews),4-9 Yrs,Not disclosed,Noida,5 Days Ago,https://www.naukri.com/job-listings-senior-test-engineer-manual-automation-conduent-business-services-india-llp-noida-4-to-9-years-250822009474
Claims Adjudication,Conduent,"CPT,claims adjudication,ICD,CDT,HCPCS,ICD - 9,ICD - 10,medical coding",3.6,(1789 Reviews),3-7 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,https://www.naukri.com/job-listings-claims-adjudication-conduent-business-services-india-llp-bangalore-bengaluru-3-to-7-years-250822006320
EOC Engineer I,Indusa Infotech Services Pvt. Ltd.,"DHCP,LINUX,SNMP,DNS,MPLS,service,written,CITRIX",2.8,(20 Reviews),3-6 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-eoc-engineer-i-indusa-infotech-services-pvt-ltd-pune-3-to-6-years-290822501430
SDET,SenecaGlobal IT Services Pvt. Ltd,"VMware,Cloud computing,Manual testing,Linux,Consulting,Agile,Application development,Information technology",4.3,(50 Reviews),8-10 Yrs,Not disclosed,Hyderabad/Secunderabad,1 Day Ago,https://www.naukri.com/job-listings-sdet-senecaglobal-it-services-pvt-ltd-hyderabad-secunderabad-8-to-10-years-290822501428
Backend Developer,SenecaGlobal IT Services Pvt. Ltd,"Cloud computing,iSERIES,Consulting,Agile,Application development,microsoft,Open source,Information technology",4.3,(50 Reviews),8-12 Yrs,Not disclosed,Hyderabad/Secunderabad,1 Day Ago,https://www.naukri.com/job-listings-backend-developer-senecaglobal-it-services-pvt-ltd-hyderabad-secunderabad-8-to-12-years-290822501424
Gold Loan Officer,Ujjivan Financial Services Pvt. Ltd.,"Loans,Gold loan,Management,CRM",4.1,(3638 Reviews),1-5 Yrs,Not disclosed,remote,1 Day Ago,https://www.naukri.com/job-listings-gold-loan-officer-ujjivan-financial-services-pvt-ltd-remote-1-to-5-years-290822501380
Senior Info Security Administrator,Principal Global Services Pvt Ltd,"Linux,ORCA,Powershell,IP networking,Vulnerability,Nessus,Stakeholder management,Vulnerability management",4.3,(347 Reviews),4-6 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-senior-info-security-administrator-principal-global-services-pvt-ltd-pune-4-to-6-years-290822501372
Senior Analyst - Network Administration,Principal Global Services Pvt Ltd,"Wireless,Network administration,Networking,WAN,VPN,LAN,Network security,cisco",4.3,(347 Reviews),7-11 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-senior-analyst-network-administration-principal-global-services-pvt-ltd-pune-7-to-11-years-290822501370
Support Engineer - IP,Ericsson,"Telecom,Data management,Email marketing,Problem management,DNS,Google AdWords,HTML,microsoft",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-support-engineer-ip-ericsson-india-global-services-pvt-ltd-pune-10-to-15-years-290822500433
Support Engineer,Ericsson,"Telecom,3G,Data management,Google AdWords,Customer relationship,Customer support,HTML,Customer service",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Gurgaon/Gurugram,1 Day Ago,https://www.naukri.com/job-listings-support-engineer-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-10-to-15-years-290822500432
Software engineer - Siebel CRM,Ericsson,"Order management,Telecom,Data management,HTML,HTTP,microsoft,Siebel CRM,Monitoring",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Noida,1 Day Ago,https://www.naukri.com/job-listings-software-engineer-siebel-crm-ericsson-india-global-services-pvt-ltd-noida-10-to-15-years-290822500430
Software Developer - Java,Ericsson,"Telecom,Google Analytics,Linux,Data management,Email marketing,Google AdWords,HTML,microsoft",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Bangalore/Bengaluru,1 Day Ago,https://www.naukri.com/job-listings-software-developer-java-ericsson-india-global-services-pvt-ltd-bangalore-bengaluru-10-to-15-years-290822500429
SME 5G,Ericsson,"Telecom,Automation,Data management,Performance management,Email marketing,Google AdWords,HTML,microsoft",4.3,(5319 Reviews),12-15 Yrs,Not disclosed,Mumbai,1 Day Ago,https://www.naukri.com/job-listings-sme-5g-ericsson-india-global-services-pvt-ltd-mumbai-12-to-15-years-290822500428
Senior Lead Engineer - Research,Ericsson,"C++,Google Analytics,Email marketing,Data management,Social networking,Senior Lead,Google AdWords,HTML",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Bangalore/Bengaluru,1 Day Ago,https://www.naukri.com/job-listings-senior-lead-engineer-research-ericsson-india-global-services-pvt-ltd-bangalore-bengaluru-10-to-15-years-290822500426
Senior Engineer - Packet Core,Ericsson,"GSM,Google Analytics,PDF,Data management,Email marketing,Google AdWords,HTML,HTTP",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Noida,1 Day Ago,https://www.naukri.com/job-listings-senior-engineer-packet-core-ericsson-india-global-services-pvt-ltd-noida-10-to-15-years-290822500425
Senior Engineer - IN Charging,Ericsson,"Telecom,IVR,Data management,INAP,Billing,Incident management,HTML,HTTP",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Noida,1 Day Ago,https://www.naukri.com/job-listings-senior-engineer-in-charging-ericsson-india-global-services-pvt-ltd-noida-10-to-15-years-290822500424
IT Security - Compliance Manager,Ericsson,"Telecom,Data management,Email marketing,Information security,Google AdWords,HTML,microsoft,IT operations",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Noida,1 Day Ago,https://www.naukri.com/job-listings-it-security-compliance-manager-ericsson-india-global-services-pvt-ltd-noida-10-to-15-years-290822500418
Integration Engineer OSS,Ericsson,"Telecom,Google Analytics,Data management,Email marketing,Analytical,Google AdWords,HTML,HTTP",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Gurgaon/Gurugram,1 Day Ago,https://www.naukri.com/job-listings-integration-engineer-oss-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-10-to-15-years-290822500417
Implementation Manager,Ericsson,"Wireless,Telecom,Bss,Network design,Data management,Google AdWords,HTML,HTTP",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Patna,1 Day Ago,https://www.naukri.com/job-listings-implementation-manager-ericsson-india-global-services-pvt-ltd-patna-10-to-15-years-290822500412
Data Analyst,Ericsson,"Google Analytics,Data management,Email marketing,Google AdWords,Data Analyst,HTML,Data quality,microsoft",4.3,(5319 Reviews),10-15 Yrs,Not disclosed,Gurgaon/Gurugram,1 Day Ago,https://www.naukri.com/job-listings-data-analyst-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-10-to-15-years-290822500408
Oracle Fusion SCM/ PPM/ HCM/ Finance | WFH Immediate Joiner | 7+yrs,Intech Creative Services,"Oracle Fusion,IT Skills,Cloud,Project Management,Oracle,BPO,project management,Oracle Cloud Procurement",4.3,(28 Reviews),6-11 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",1 Day Ago,https://www.naukri.com/job-listings-oracle-fusion-scm-ppm-hcm-finance-wfh-immediate-joiner-7-yrs-intech-creative-services-pvt-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-6-to-11-years-290822011245
Urgent Opening For Voice Process with Teleperformance,Teleperformance (TP),"Voice Process,BPO,voice,Night Shift,UK Shift,International BPO",3.6,(13775 Reviews),30 August - 08 September,"50,000 - 3,00,000 PA.",Chennai,1 Day Ago,https://www.naukri.com/job-listings-urgent-opening-for-voice-process-with-teleperformance-teleperformance-global-services-pvt-ltd-chennai-0-to-2-years-290822010269
Delivery Architect,Orange Business Services,"Python,SDWAN,SASE,ITSM,Openstack,Perl,BGP,SDIWAN",4.3,(891 Reviews),9-14 Yrs,Not disclosed,Gurgaon/Gurugram,6 Days Ago,https://www.naukri.com/job-listings-delivery-architect-orange-business-services-india-solutions-pvt-ltd-gurgaon-gurugram-9-to-14-years-240822901757
Azure data Engineer,RGBSI,"Azure Data Engineer,IT Skills,Java,Python,PHP,Data Science,DevOps,Oracle",4.1,(61 Reviews),5-7 Yrs,"4,00,000 - 8,00,000 PA.",Pune,4 Days Ago,https://www.naukri.com/job-listings-azure-data-engineer-rapid-global-business-solutions-india-pvt-ltd-pune-5-to-7-years-260822004923
AI/ML Requirement For Teleperformance Digital,Teleperformance (TP),"python,machine learning,artificial intelligence,IT Skills,Data Science,Big Data,AWS,Azure",3.6,(13775 Reviews),2-5 Yrs,Not disclosed,"Gurgaon/Gurugram, Chennai",6 Days Ago,https://www.naukri.com/job-listings-ai-ml-requirement-for-teleperformance-digital-teleperformance-global-services-pvt-ltd-gurgaon-gurugram-chennai-2-to-5-years-240822003016
Account Officer,RSAL STEEL PVT LTD.,"TDS,Excise,Income tax,Direct tax,VAT,ESIC,Indirect taxation",4.5,(14 Reviews),3-5 Yrs,Not disclosed,Indore,30+ Days Ago,https://www.naukri.com/job-listings-account-officer-rsal-steel-pvt-ltd-indore-3-to-5-years-301118501968
Software Engineer 2,Dell International Services IndiaPrivate Limited,"Python,IT Skills,Software Development,Cloud,DevOps,AWS,Azure,Rancher",4.2,(3584 Reviews),2-5 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-software-engineer-2-dell-international-services-indiaprivate-limited-pune-2-to-5-years-290822905246
Software Principal Engineer,Dell International Services IndiaPrivate Limited,"application development,IT Skills,Software Development,Cloud,AWS,Azure,RabbitMQ,Golang",4.2,(3584 Reviews),8-12 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-software-principal-engineer-dell-international-services-indiaprivate-limited-pune-8-to-12-years-290822904844
Software Engineer 2,Dell International Services IndiaPrivate Limited,"software development,Linux,Azure,Web Application framework,Object Oriented analysis and design,J2EE,database,Java",4.2,(3584 Reviews),3-5 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-software-engineer-2-dell-international-services-indiaprivate-limited-pune-3-to-5-years-290822910930
Software Quality Principal Engineer,Dell International Services IndiaPrivate Limited,"automation testing,docker,Google Cloud Platform,Jenkins,Unix,Linux,Amazon Web Services,Continuous Integration",4.2,(3584 Reviews),8-13 Yrs,Not disclosed,Bangalore/Bengaluru,1 Day Ago,https://www.naukri.com/job-listings-software-quality-principal-engineer-dell-international-services-indiaprivate-limited-bangalore-bengaluru-8-to-13-years-290822910929
"Software Principal Engineer-Java, spring Framework, RestAPI",Dell International Services IndiaPrivate Limited,"Java,IT Skills,Python,Cloud,AWS,Azure,MQTT,RestAPI",4.2,(3584 Reviews),8-10 Yrs,Not disclosed,Bangalore/Bengaluru,1 Day Ago,https://www.naukri.com/job-listings-software-principal-engineer-java-spring-framework-restapi-dell-international-services-indiaprivate-limited-bangalore-bengaluru-8-to-10-years-290822909761
Software Quality Engineer,Dell International Services IndiaPrivate Limited,"Microsoft Azure,quality engineering,quality control,product quality,automation testing,data processing,test cases,test scripts",4.2,(3584 Reviews),2-7 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-software-quality-engineer-dell-international-services-indiaprivate-limited-pune-2-to-7-years-290822909619
Software Quality Principal Engineer,Dell International Services IndiaPrivate Limited,"software quality engineering,Unix,Linux,test automation,Google Cloud Platform,Microsoft Azure,microservices,Kubernetes",4.2,(3584 Reviews),8-13 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-software-quality-principal-engineer-dell-international-services-indiaprivate-limited-pune-8-to-13-years-290822905853
Inside sales / Pre-Sales,Tech Mahindra,"inside sales,cold calling",3.8,(20690 Reviews),0-3 Yrs,"2,50,000 - 5,00,000 PA.",Hyderabad/Secunderabad,26 Days Ago,https://www.naukri.com/job-listings-inside-sales-pre-sales-tech-mahindra-ltd-hyderabad-secunderabad-0-to-3-years-040822006679
C++ Developer - Telecom Domain,Tech Mahindra,"c++,multithreading",3.8,(20690 Reviews),3-8 Yrs,Not disclosed,Any Location,26 Days Ago,https://www.naukri.com/job-listings-c-developer-telecom-domain-tech-mahindra-ltd-any-location-3-to-8-years-040822004222
Design Engineer - Automotive Electrical wiring Harness,Tech Mahindra,"wiring harness,drawing,automotive,design engineering,catia",3.8,(20690 Reviews),1-4 Yrs,"4,00,000 - 9,00,000 PA.",Chennai,26 Days Ago,https://www.naukri.com/job-listings-design-engineer-automotive-electrical-wiring-harness-tech-mahindra-ltd-chennai-1-to-4-years-030822010025
HVAC and Catia V5,Tech Mahindra,"Catia V5,Hvac Design",3.8,(20690 Reviews),3-5 Yrs,"2,00,000 - 7,00,000 PA.",Pune,29 Days Ago,https://www.naukri.com/job-listings-hvac-and-catia-v5-tech-mahindra-ltd-pune-3-to-5-years-010822007069
UGNX - Vehicle Integration,Tech Mahindra,"Vehicle Integration,UGNX",3.8,(20690 Reviews),3-5 Yrs,"1,00,000 - 4,00,000 PA.",Chennai,29 Days Ago,https://www.naukri.com/job-listings-ugnx-vehicle-integration-tech-mahindra-ltd-chennai-3-to-5-years-010822006944
Signaling Engineer,Tech Mahindra,"Railway Signalling,Ertms,ATC",3.8,(20690 Reviews),3-6 Yrs,Not disclosed,Bangalore/Bengaluru,29 Days Ago,https://www.naukri.com/job-listings-signaling-engineer-tech-mahindra-ltd-bangalore-bengaluru-3-to-6-years-010822003633
Customer Care Executive For International Voice Process,Tech Mahindra,"Graveyard Shift/Night Shift,Ecellent Communication in English",3.8,(20690 Reviews),0-5 Yrs,"3,00,000 - 5,00,000 PA.","Mumbai, Pune",29 Days Ago,https://www.naukri.com/job-listings-customer-care-executive-for-international-voice-process-tech-mahindra-ltd-mumbai-pune-0-to-5-years-010822000332
Tech Mahindra is hiring HR Recruiter,Tech Mahindra,"recruitment,mass hiring,BPO Hiring",3.8,(20690 Reviews),1-3 Yrs,"2,00,000 - 3,50,000 PA.",Mumbai (All Areas),17 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-is-hiring-hr-recruiter-tech-mahindra-ltd-mumbai-all-areas-1-to-3-years-010722007465
"Head -- Automotive- Steering, suspension & front axle

",Tech Mahindra,"Design,Steering,team management,commercial vehicle,Suspension,project management,project planning,Axle",3.8,(20690 Reviews),15-24 Yrs,"20,00,000 - 30,00,000 PA.",Pune,26 Days Ago,https://www.naukri.com/job-listings-head-automotive-steering-suspension-front-axle-tech-mahindra-ltd-pune-15-to-24-years-030822010008
"Head -- Air Intake & cooling system. Exhaust & fuel system
",Tech Mahindra,"Cooling System,Design,Exhaust,team management,commercial vehicle,project management,fuel system,project planning",3.8,(20690 Reviews),15-24 Yrs,"20,00,000 - 30,00,000 PA.",Pune,26 Days Ago,https://www.naukri.com/job-listings-head-air-intake-cooling-system-exhaust-fuel-system-tech-mahindra-ltd-pune-15-to-24-years-030822010005
"Head -- Automotive Brakes, Rear axle and propeller shaft
",Tech Mahindra,"team management,commercial vehicle,Brakes,Axle,project management,project planning,shaft",3.8,(20690 Reviews),15-24 Yrs,"20,00,000 - 30,00,000 PA.",Pune,26 Days Ago,https://www.naukri.com/job-listings-head-automotive-brakes-rear-axle-and-propeller-shaft-tech-mahindra-ltd-pune-15-to-24-years-030822009970
Head - Electrical EV Vehicle - Automotive,Tech Mahindra,"team management,commercial vehicle,Electrical Design,Terminal,project management,project planning",3.8,(20690 Reviews),15-24 Yrs,"20,00,000 - 30,00,000 PA.",Pune,26 Days Ago,https://www.naukri.com/job-listings-head-electrical-ev-vehicle-automotive-tech-mahindra-ltd-pune-15-to-24-years-030822009941
Tech Mahindra is hiring For Talent Acquisition Manager.,Tech Mahindra,"Manager Talent Acquisition,Talent Acquisition,BPO Hiring,Volume Hiring,Bulk Hiring,Recruitment",3.8,(20690 Reviews),10-15 Yrs,Not disclosed,"Pune, Mumbai (All Areas)",27 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-is-hiring-for-talent-acquisition-manager-tech-mahindra-ltd-pune-mumbai-all-areas-10-to-15-years-030822009064
Head - Automotive Chassis & Frames,Tech Mahindra,"Chassis,Frame,commercial vehicle,project management,team management,product development,project planning",3.8,(20690 Reviews),15-24 Yrs,"20,00,000 - 30,00,000 PA.",Pune,27 Days Ago,https://www.naukri.com/job-listings-head-automotive-chassis-frames-tech-mahindra-ltd-pune-15-to-24-years-030822006390
Mega Opportunities @ Tech Mahindra,Tech Mahindra,"Customer Support,Customer Service,Customer Handling,Voice Support,BPO,voice,non voice,Customer Relationship",3.8,(20690 Reviews),0-3 Yrs,"2,00,000 - 3,25,000 PA.","Noida, Ghaziabad, Meerut, Greater Noida, Delhi / NCR",30 Days Ago,https://www.naukri.com/job-listings-mega-opportunities-tech-mahindra-tech-mahindra-limited-noida-ghaziabad-meerut-greater-noida-delhi-ncr-0-to-3-years-310722000463
Tech Mahindra - Better Job Opportunity,Tech Mahindra,"Customer Support,Customer care associate,Customer Care,BPO,voice,Customer Service,Inbound Calls,Voice Process",3.8,(20690 Reviews),0-5 Yrs,"1,75,000 - 2,25,000 PA.","Noida, Ghaziabad, Meerut, Greater Noida, Delhi / NCR",18 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-better-opportunity-tech-mahindra-limited-noida-ghaziabad-meerut-greater-noida-delhi-ncr-0-to-5-years-190722005054
Mega Opportunities @ Tech Mahindra,Tech Mahindra,"Customer Support,Customer Service,Customer Handling,Voice Support,BPO,voice,non voice,Customer Relationship",3.8,(20690 Reviews),0-3 Yrs,"2,00,000 - 3,25,000 PA.","Noida, Ghaziabad, Meerut, Greater Noida, Delhi / NCR",30 Days Ago,https://www.naukri.com/job-listings-mega-opportunities-tech-mahindra-tech-mahindra-limited-noida-ghaziabad-meerut-greater-noida-delhi-ncr-0-to-3-years-310722000463
Tech Mahindra - Better Job Opportunity,Tech Mahindra,"Customer Support,Customer care associate,Customer Care,BPO,voice,Customer Service,Inbound Calls,Voice Process",3.8,(20690 Reviews),0-5 Yrs,"1,75,000 - 2,25,000 PA.","Noida, Ghaziabad, Meerut, Greater Noida, Delhi / NCR",18 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-better-opportunity-tech-mahindra-limited-noida-ghaziabad-meerut-greater-noida-delhi-ncr-0-to-5-years-190722005054
Walkin Interview in Tech Mahindra with fixed salary,Tech Mahindra,"typing,verbal communication,CSA",3.8,(20690 Reviews),0-1 Yrs,"50,000 - 1,00,000 PA.",Kolkata,20 Days Ago,https://www.naukri.com/job-listings-walkin-interview-in-tech-mahindra-with-fixed-salary-tech-mahindra-limited-kolkata-0-to-1-years-100822007801
Work FROM Office in Tech Mahindra with fixed salary,Tech Mahindra,CSA,3.8,(20690 Reviews),0-1 Yrs,"50,000 - 1,00,000 PA.",Kolkata,20 Days Ago,https://www.naukri.com/job-listings-work-from-office-in-tech-mahindra-with-fixed-salary-tech-mahindra-limited-kolkata-0-to-1-years-100822007656
Huge walkin in Tech Mahindra with fixed salary,Tech Mahindra,"typing,verbal communication,CSA",3.8,(20690 Reviews),0-1 Yrs,"50,000 - 1,00,000 PA.",Kolkata,21 Days Ago,https://www.naukri.com/job-listings-huge-walkin-in-tech-mahindra-with-fixed-salary-tech-mahindra-limited-kolkata-0-to-1-years-090822007052
TECH Mahindra Hiring For NON -Voice Process.,Tech Mahindra,"non voice process,Email Process,Blended Process,excel,Typing,Chat Support,Chat Process",3.8,(20690 Reviews),0-2 Yrs,"1,50,000 - 2,25,000 PA.",Hyderabad/Secunderabad,21 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-hiring-for-non-voice-process-tech-mahindra-limited-hyderabad-secunderabad-0-to-2-years-090822006863
Work FROM Office in Tech Mahindra with fixed salary,Tech Mahindra,"typing,verbal communication,CSA",3.8,(20690 Reviews),0-1 Yrs,"50,000 - 1,00,000 PA.",Kolkata,24 Days Ago,https://www.naukri.com/job-listings-work-from-office-in-tech-mahindra-with-fixed-salary-tech-mahindra-limited-kolkata-0-to-1-years-060822001521
